Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","372","Ireland","5111","Stocks","02123","Goats","2017","2017","Head","8285","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5111","Stocks","02123","Goats","2018","2018","Head","9349","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5111","Stocks","02123","Goats","2019","2019","Head","8770","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01330","Grapes","2018","2018","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01330","Grapes","2019","2019","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01330","Grapes","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01330","Grapes","2018","2018","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01330","Grapes","2019","2019","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01330","Grapes","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1961","1961","tonnes","450","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1962","1962","tonnes","495","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1963","1963","tonnes","1170","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1964","1964","tonnes","540","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1965","1965","tonnes","900","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1966","1966","tonnes","450","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1967","1967","tonnes","495","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1968","1968","tonnes","1575","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1969","1969","tonnes","945","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1970","1970","tonnes","225","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1971","1971","tonnes","225","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1972","1972","tonnes","810","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1990","1990","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1991","1991","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1992","1992","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1993","1993","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1994","1994","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1995","1995","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1996","1996","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1997","1997","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1998","1998","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","1999","1999","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2000","2000","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2001","2001","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2002","2002","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2003","2003","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2004","2004","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2005","2005","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2006","2006","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2007","2007","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2008","2008","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2009","2009","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2010","2010","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2011","2011","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2012","2012","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2013","2013","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2014","2014","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2015","2015","tonnes","0","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2016","2016","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","2162","Groundnut oil","2017","2017","tonnes","0","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01374","Hazelnuts, in shell","2018","2018","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01374","Hazelnuts, in shell","2019","2019","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","01374","Hazelnuts, in shell","2020","2020","ha","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01374","Hazelnuts, in shell","2018","2018","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01374","Hazelnuts, in shell","2019","2019","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","01374","Hazelnuts, in shell","2020","2020","tonnes","0","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1961","1961","100mg/An","106512","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1962","1962","100mg/An","103953","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1963","1963","100mg/An","104419","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1964","1964","100mg/An","102093","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1965","1965","100mg/An","102326","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1966","1966","100mg/An","102093","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1967","1967","100mg/An","99686","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1968","1968","100mg/An","97927","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1969","1969","100mg/An","99260","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1970","1970","100mg/An","99713","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1971","1971","100mg/An","97645","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1972","1972","100mg/An","94363","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1973","1973","100mg/An","97600","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1974","1974","100mg/An","97979","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1975","1975","100mg/An","101568","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1976","1976","100mg/An","96673","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1977","1977","100mg/An","108851","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1978","1978","100mg/An","109857","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1979","1979","100mg/An","114192","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1980","1980","100mg/An","117857","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1981","1981","100mg/An","114658","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1982","1982","100mg/An","111678","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1983","1983","100mg/An","117834","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1984","1984","100mg/An","112428","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1985","1985","100mg/An","113986","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1986","1986","100mg/An","112770","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1987","1987","100mg/An","103986","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1988","1988","100mg/An","102715","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1989","1989","100mg/An","101935","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1990","1990","100mg/An","97615","I","Imputed value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1991","1991","100mg/An","101714","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1992","1992","100mg/An","101818","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1993","1993","100mg/An","110672","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1994","1994","100mg/An","101333","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1995","1995","100mg/An","95415","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1996","1996","100mg/An","127741","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1997","1997","100mg/An","119704","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1998","1998","100mg/An","123704","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","1999","1999","100mg/An","109086","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2000","2000","100mg/An","93383","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2001","2001","100mg/An","87594","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2002","2002","100mg/An","92850","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2003","2003","100mg/An","86702","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2004","2004","100mg/An","86326","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2005","2005","100mg/An","94841","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2006","2006","100mg/An","92185","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2007","2007","100mg/An","91105","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2008","2008","100mg/An","111051","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2009","2009","100mg/An","111081","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2010","2010","100mg/An","118421","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2011","2011","100mg/An","117949","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2012","2012","100mg/An","116250","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2013","2013","100mg/An","117500","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2014","2014","100mg/An","114286","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2015","2015","100mg/An","115000","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2016","2016","100mg/An","115000","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5410","Yield","0231","Hen eggs in shell, fresh","2017","2017","100mg/An","115000","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","1991","1991","No/An","179","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","1992","1992","No/An","178","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","1993","1993","No/An","194","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","1994","1994","No/An","178","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","1995","1995","No/An","167","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","1996","1996","No/An","224","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","1997","1997","No/An","210","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","1998","1998","No/An","217","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","1999","1999","No/An","191","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2000","2000","No/An","163","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2001","2001","No/An","154","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2002","2002","No/An","163","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2003","2003","No/An","152","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2004","2004","No/An","151","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2005","2005","No/An","166","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2006","2006","No/An","162","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2007","2007","No/An","160","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2008","2008","No/An","195","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2009","2009","No/An","195","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2010","2010","No/An","208","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2011","2011","No/An","203","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2012","2012","No/An","200","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2013","2013","No/An","203","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2014","2014","No/An","197","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2015","2015","No/An","198","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2016","2016","No/An","198","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5413","Yield","0231","Hen eggs in shell, fresh","2017","2017","No/An","198","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1961","1961","tonnes","45800","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1962","1962","tonnes","44700","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1963","1963","tonnes","44900","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1964","1964","tonnes","43900","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1965","1965","tonnes","44000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1966","1966","tonnes","43900","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1967","1967","tonnes","41868","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1968","1968","tonnes","40150","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1969","1969","tonnes","39704","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1970","1970","tonnes","39885","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1971","1971","tonnes","39058","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1972","1972","tonnes","37745","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1973","1973","tonnes","40133","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1974","1974","tonnes","39897","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1975","1975","tonnes","40627","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1976","1976","tonnes","38669","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1977","1977","tonnes","37989","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1978","1978","tonnes","37000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1979","1979","tonnes","35000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1980","1980","tonnes","33000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1981","1981","tonnes","37000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1982","1982","tonnes","35000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1983","1983","tonnes","37000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1984","1984","tonnes","37000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1985","1985","tonnes","37000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1986","1986","tonnes","37000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1987","1987","tonnes","36000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1988","1988","tonnes","34800","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1989","1989","tonnes","31600","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1990","1990","tonnes","31100","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1991","1991","tonnes","35600","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1992","1992","tonnes","33600","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1993","1993","tonnes","33600","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1994","1994","tonnes","30400","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1995","1995","tonnes","30800","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1996","1996","tonnes","36700","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1997","1997","tonnes","34750","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1998","1998","tonnes","33400","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","1999","1999","tonnes","31635","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2000","2000","tonnes","32376","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2001","2001","tonnes","31350","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2002","2002","tonnes","33231","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2003","2003","tonnes","31863","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2004","2004","tonnes","31863","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2005","2005","tonnes","37500","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2006","2006","tonnes","38100","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2007","2007","tonnes","33800","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2008","2008","tonnes","41200","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2009","2009","tonnes","41600","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2010","2010","tonnes","45000","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2011","2011","tonnes","46000","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2012","2012","tonnes","46500","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2013","2013","tonnes","47000","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2014","2014","tonnes","48000","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2015","2015","tonnes","49450","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2016","2016","tonnes","51750","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5510","Production","0231","Hen eggs in shell, fresh","2017","2017","tonnes","54050","E","Estimated value"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","1991","1991","1000 No","625000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","1992","1992","1000 No","589000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","1993","1993","1000 No","589000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","1994","1994","1000 No","533300","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","1995","1995","1000 No","540350","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","1996","1996","1000 No","643850","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","1997","1997","1000 No","609650","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","1998","1998","1000 No","586000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","1999","1999","1000 No","555000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","2000","2000","1000 No","565000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","2001","2001","1000 No","550000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","2002","2002","1000 No","583000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","2003","2003","1000 No","559000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","2004","2004","1000 No","559000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","2005","2005","1000 No","658000","A","Official figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","2006","2006","1000 No","669000","T","Unofficial figure"
"QCL","Crops and livestock products","372","Ireland","5513","Production","0231","Hen eggs in shell, fresh","2007","2007","1000 No","593000","T","Unofficial figure"
